zone_id,year,flood_days,avg_degradation,avg_drift_memory,max_load_ratio,avg_rainfall
19,7,8,0.29991698630136987,0.1412986301369863,1.0141,74.48765
19,8,7,0.3,0.14168493150684933,1.2878,74.582825
19,9,5,0.3,0.13936712328767123,0.8985,73.580086
19,10,7,0.3,0.14295041095890412,2.0209,75.15781
20,1,1,0.014966301369863013,0.06384027397260274,0.8583,81.0797
20,2,2,0.04509506849315069,0.04958,1.253,81.54904
20,3,0,0.11934602739726029,0.08708246575342465,0.6611,80.551315
20,4,2,0.17517013698630138,0.1166027397260274,1.5259,81.847206
20,5,3,0.2043049315068493,0.12101643835616438,1.3318,81.374985
20,6,1,0.22391205479452056,0.1081104109589041,1.1326,80.270164
20,7,0,0.2678972602739726,0.11726465753424657,0.6774,80.01723
20,8,1,0.29983561643835616,0.13236849315068494,1.2248,81.12937
20,9,0,0.3,0.13101260273972604,0.7285,80.40939
20,10,0,0.3,0.13256109589041096,0.6956,81.43518
21,1,1,0.012632054794520547,0.019533698630136986,1.22,73.278
21,2,1,0.049131780821917805,0.03286082191780822,1.2936,74.07079
21,3,0,0.09059917808219178,0.04882821917808219,0.6855,73.51565
21,4,0,0.11981068493150684,0.05631369863013699,0.6597,73.014305
21,5,1,0.16218575342465755,0.06269397260273972,1.0577,72.37915
21,6,0,0.21952602739726026,0.06664136986301371,0.6763,72.541016
21,7,0,0.287626301369863,0.08778657534246574,0.5861,72.209564
21,8,0,0.3,0.09139835616438356,0.6184,72.09712
21,9,0,0.3,0.09077369863013698,0.6154,73.41433
21,10,1,0.3,0.08969013698630136,1.0085,73.491394
22,1,0,0.0065487671232876705,0.13202465753424658,0.4188,83.272606
22,2,0,0.02933013698630137,0.08815397260273973,0.3345,84.33825
22,3,0,0.08220219178082191,0.07067808219178082,0.2081,82.46129
22,4,0,0.12466876712328767,0.08685178082191782,0.2151,82.8169
22,5,0,0.15477780821917808,0.0990191780821918,0.3238,84.01734
22,6,0,0.20044027397260275,0.11630027397260273,0.3551,84.00205
22,7,0,0.22948821917808218,0.1214586301369863,0.2269,83.38345
22,8,0,0.2541986301369863,0.12101506849315068,0.2621,83.48526
22,9,0,0.2716742465753425,0.11352191780821917,0.2195,84.185974
22,10,0,0.29297013698630137,0.10177808219178082,0.2076,83.62967
23,1,0,0.021738082191780823,0.11534821917808219,0.3372,86.78554
23,2,0,0.071953698630137,0.09787616438356164,0.31,86.71923
23,3,0,0.09352849315068494,0.07258876712328767,0.2518,86.54797
23,4,0,0.11335753424657535,0.0762972602739726,0.2712,87.69066
23,5,0,0.14028849315068492,0.08645506849315068,0.4489,86.88712
23,6,0,0.19045945205479453,0.10531534246575343,0.3342,87.11219
23,7,0,0.21667178082191782,0.10802356164383563,0.2491,85.78337
23,8,0,0.23793671232876715,0.10476794520547944,0.4403,87.1888
23,9,0,0.2829676712328767,0.10176301369863014,0.3122,86.98797
23,10,0,0.3,0.08235698630136987,0.5198,87.07674
24,1,2,0.02122246575342466,0.05871506849315069,1.0186,85.987915
24,2,0,0.09003287671232878,0.08252958904109589,0.8378,83.8343
24,3,0,0.1523972602739726,0.10135808219178082,0.6491,83.900116
24,4,2,0.21367013698630136,0.1257654794520548,1.0146,84.90266
24,5,3,0.2307868493150685,0.11436986301369863,1.1655,85.439125
24,6,1,0.26735616438356163,0.10869452054794519,1.1053,84.141174
24,7,0,0.29686493150684934,0.1171668493150685,0.6105,83.544624
24,8,0,0.3,0.11785178082191781,0.6829,83.56932
24,9,0,0.3,0.11687260273972602,0.6126,82.68466
24,10,1,0.3,0.1191649315068493,0.8948,84.415016
25,1,1,0.02161095890410959,0.06845808219178083,1.0339,75.409485
25,2,1,0.05812328767123288,0.06297123287671233,1.2187,74.00682
25,3,0,0.10052356164383561,0.07250657534246575,0.6175,73.00236
25,4,1,0.13415123287671232,0.08963561643835616,1.0562,73.940605
25,5,2,0.18572273972602737,0.11126794520547945,1.1076,74.15488
25,6,0,0.22892958904109587,0.11556767123287671,0.6069,74.2323
25,7,0,0.29040191780821917,0.11781369863013699,0.586,72.78866
25,8,2,0.3,0.11898520547945206,1.0428,73.32953
25,9,0,0.3,0.11946657534246576,0.6092,73.868004
25,10,3,0.3,0.12123315068493151,1.4096,74.852905
26,1,0,0.010654520547945205,0.17065068493150684,0.2253,73.38039
26,2,0,0.04087397260273973,0.11234465753424658,0.238,74.11551
26,3,0,0.10441369863013698,0.08774438356164382,0.1738,73.76907
26,4,0,0.14013424657534246,0.09981780821917809,0.2732,74.092575
26,5,0,0.15975808219178084,0.10677917808219178,0.2334,74.900604
26,6,0,0.23112356164383563,0.1353750684931507,0.1869,74.27287
26,7,0,0.285607397260274,0.15034301369863012,0.201,74.143234
26,8,0,0.3,0.14352849315068494,0.3474,74.183044
26,9,0,0.3,0.1289027397260274,0.1807,74.303345
26,10,0,0.3,0.11320054794520547,0.3068,75.702
27,1,3,0.0031978082191780823,0.03886821917808219,1.6475,77.37657
27,2,0,0.01220986301369863,0.03156,0.844,76.02595
27,3,1,0.0287013698630137,0.029415616438356166,0.8812,74.83748
27,4,3,0.04899232876712329,0.04064986301369863,1.3499,75.89701
27,5,2,0.07695369863013699,0.05902931506849315,1.1941,76.97392
27,6,1,0.13505424657534248,0.09444904109589042,0.9976,75.59931
27,7,2,0.19350684931506848,0.12203205479452055,0.9125,75.96838
27,8,3,0.24163150684931506,0.12839342465753426,1.8713,76.16742
27,9,0,0.28278876712328765,0.1376295890410959,0.821,75.66255
27,10,2,0.3,0.14467123287671232,1.139,75.16367
28,1,2,0.003316712328767123,0.046416164383561644,1.4706,72.66929
28,2,2,0.04068273972602739,0.050755342465753424,1.2693,73.386055
28,3,0,0.1006386301369863,0.07613479452054794,0.7934,72.44011
28,4,2,0.12080438356164384,0.08650630136986301,1.3171,73.06649
28,5,1,0.1345545205479452,0.08985753424657535,1.4177,72.514305
28,6,1,0.14450575342465752,0.08787561643835616,1.6238,72.57408
28,7,2,0.17031780821917808,0.09002767123287672,0.8456,72.95216
28,8,3,0.18897917808219178,0.09133917808219177,1.7541,72.868004
28,9,0,0.24158383561643837,0.11499671232876711,0.7747,72.357895
28,10,0,0.2902780821917808,0.13507917808219178,0.7808,71.800575
29,1,71,0.006165205479452055,0.02619890410958904,1.0793,81.7037
29,2,71,0.032650410958904114,0.03554465753424658,1.722,82.44625
29,3,80,0.05649123287671232,0.047287671232876714,1.24,82.09528
29,4,65,0.10020191780821919,0.06947068493150685,1.4632,81.4455
29,5,63,0.12933643835616437,0.08303424657534247,1.3544,81.36726
29,6,69,0.158613698630137,0.09140191780821917,2.2509,82.02748
29,7,70,0.18589123287671233,0.09273123287671232,1.1082,81.15307
29,8,86,0.23740876712328768,0.11910082191780823,1.1966,82.846275
29,9,77,0.27895534246575343,0.14353534246575342,1.1415,81.71918
29,10,72,0.29955534246575344,0.15572986301369862,1.7974,81.44457
30,1,3,0.019331232876712328,0.07093753424657534,1.053,86.84743
30,2,0,0.05448493150684931,0.055240547945205484,0.7816,84.99767
30,3,0,0.06237260273972603,0.0517041095890411,0.6334,85.00318
30,4,2,0.08648986301369863,0.06568082191780822,1.2297,86.14159
30,5,0,0.11885808219178083,0.08188301369863013,0.8379,85.39871
30,6,2,0.1639641095890411,0.10156410958904111,1.1844,86.80403
30,7,0,0.21152712328767126,0.10901287671232877,0.8251,86.21301
30,8,1,0.24681260273972605,0.11022219178082192,1.0291,87.07759
30,9,0,0.26392246575342465,0.11468821917808218,0.6764,85.24797
30,10,1,0.287752602739726,0.1243517808219178,1.2759,85.54868
31,1,0,0.023412876712328768,0.07758191780821917,0.3698,80.74268
31,2,0,0.04811260273972603,0.0745227397260274,0.4152,80.2686
31,3,0,0.058022739726027395,0.06376082191780821,0.2908,79.580795
31,4,0,0.08965123287671234,0.06319698630136987,0.4352,79.838356
31,5,0,0.13277671232876714,0.07759424657534246,0.4122,80.56926
31,6,0,0.18008958904109587,0.09571616438356165,0.3535,80.42025
31,7,0,0.21467753424657532,0.10298986301369863,0.2832,80.03304
31,8,0,0.23499917808219176,0.0990890410958904,0.4923,80.07611
31,9,0,0.2716613698630137,0.09374794520547947,0.2852,80.04787
31,10,0,0.3,0.07831123287671234,0.5658,80.98531
32,1,2,0.012798356164383563,0.057548219178082186,1.0785,75.60912
32,2,0,0.05371643835616439,0.06415616438356164,0.8267,75.24967
32,3,0,0.10465972602739726,0.07608876712328767,0.5435,74.254875
32,4,0,0.1353268493150685,0.08616958904109588,0.6602,75.949234
32,5,0,0.18287616438356163,0.10423835616438355,0.5227,75.16712
32,6,1,0.21904575342465754,0.10789643835616437,1.0326,75.904
32,7,0,0.24746246575342468,0.09632465753424657,0.5738,75.115616
32,8,2,0.27201506849315066,0.09725808219178082,1.0162,75.451836
32,9,0,0.2953441095890411,0.1039468493150685,0.5603,74.65472
32,10,1,0.3,0.10621452054794521,0.9448,75.51296
33,1,0,0.022446027397260274,0.13825068493150686,0.3922,77.059586
33,2,0,0.08759068493150685,0.1153,0.258,77.350464
33,3,0,0.11406547945205478,0.08521287671232876,0.2139,75.32165
33,4,0,0.1435619178082192,0.09401150684931507,0.4481,77.30526
33,5,0,0.1676290410958904,0.1017241095890411,0.2949,76.60447
33,6,0,0.20577369863013698,0.11333424657534245,0.3288,75.55898
33,7,0,0.24310739726027397,0.12037698630136988,0.2204,76.840355
33,8,0,0.2702049315068493,0.11784465753424658,0.4411,77.32811
33,9,0,0.2887235616438356,0.10597424657534246,0.2276,76.576355
33,10,0,0.3,0.08739342465753425,0.2124,75.55964
34,1,1,0.009515342465753425,0.03556739726027398,1.143,85.835785
34,2,1,0.042776712328767126,0.04941260273972602,1.1263,85.57
34,3,0,0.09114164383561645,0.07183342465753424,0.684,84.62737
34,4,1,0.1527309589041096,0.09961260273972604,0.9318,85.668495
34,5,3,0.21150739726027395,0.12002328767123288,1.182,84.74027
34,6,0,0.26208164383561644,0.12102794520547944,0.7964,85.74332
34,7,0,0.2976282191780822,0.1211158904109589,0.6623,84.284386
34,8,1,0.3,0.12300410958904111,1.0964,84.91263
34,9,0,0.3,0.12325013698630137,0.6918,85.07833
34,10,2,0.3,0.12414904109589041,1.0783,85.69871
35,1,0,0.018448219178082193,0.1452778082191781,0.3695,87.01866
35,2,0,0.04136794520547945,0.08648219178082192,0.2306,87.578545
35,3,0,0.06612849315068493,0.05994054794520548,0.2215,86.84693
35,4,0,0.08169808219178082,0.0672904109589041,0.257,86.911285
35,5,0,0.10615205479452054,0.07858520547945205,0.3624,88.420166
35,6,0,0.1214764383561644,0.08389945205479452,0.3451,86.47145
35,7,0,0.16709808219178082,0.10209095890410959,0.2205,86.95998
35,8,0,0.21200054794520548,0.11562904109589041,0.3556,86.43068
35,9,0,0.24099671232876713,0.11740164383561644,0.2696,86.3757
35,10,0,0.2946868493150685,0.12202465753424659,0.3866,87.595726
36,1,1,0.006944383561643836,0.08255260273972602,0.8724,76.45893
36,2,1,0.025875342465753425,0.0420345205479452,1.0559,78.23657
36,3,0,0.0803,0.06451452054794521,0.5218,76.326416
36,4,0,0.1296367123287671,0.09088109589041095,0.8341,75.95854
36,5,0,0.17857205479452054,0.11272465753424658,0.6411,77.756714
36,6,0,0.22295041095890414,0.12245972602739726,0.5287,77.39847
36,7,0,0.2720841095890411,0.11796794520547946,0.5712,75.99293
36,8,0,0.2967106849315068,0.10744657534246577,0.5032,75.72701
36,9,0,0.3,0.10868465753424657,0.5654,76.021095
36,10,0,0.3,0.10902876712328766,0.8255,76.50189
37,1,1,0.037927123287671234,0.09383479452054794,1.1187,72.07408
37,2,1,0.09562082191780823,0.07948739726027398,0.9195,72.1271
37,3,0,0.16482027397260274,0.11893671232876712,0.7588,72.23504
37,4,1,0.22235972602739726,0.14089890410958905,1.1802,72.500984
37,5,1,0.2835813698630137,0.1447180821917808,1.2208,72.64447
37,6,2,0.3,0.13758684931506848,0.9466,72.71353
37,7,0,0.3,0.13780027397260275,0.7459,72.68975
37,8,2,0.3,0.13870301369863014,1.3356,72.91581
37,9,0,0.3,0.13681835616438356,0.6736,72.061424
37,10,0,0.3,0.13711506849315067,0.7124,72.28542
38,1,2,0.01070986301369863,0.015267671232876713,1.015,75.08707
38,2,3,0.03334767123287671,0.02556,1.2596,76.92025
38,3,0,0.08947753424657534,0.04920739726027397,0.7676,74.97488
38,4,1,0.14750164383561643,0.07137232876712328,1.013,75.36954
38,5,1,0.17533780821917808,0.0709786301369863,0.9997,74.75523
38,6,1,0.20382876712328765,0.07292356164383562,1.3837,76.011536
38,7,0,0.24325616438356165,0.08852219178082192,0.7744,74.71844
38,8,1,0.2716928767123288,0.09928465753424658,1.2669,75.64077
38,9,0,0.2970498630136986,0.10902328767123289,0.7516,74.28483
38,10,3,0.3,0.10936438356164384,1.3339,75.93751
39,1,1,0.03836712328767123,0.09036027397260273,1.0495,72.81786
39,2,1,0.08858767123287671,0.07736,1.2824,73.25274
39,3,0,0.1386868493150685,0.0956441095890411,0.5961,71.5923
39,4,1,0.1831128767123288,0.11497068493150685,0.9701,73.84575
39,5,0,0.22424630136986304,0.11935561643835615,0.6149,73.14041
39,6,0,0.2803967123287671,0.1187923287671233,0.7324,73.08452
39,7,0,0.3,0.11935890410958905,0.8306,72.93751
39,8,0,0.3,0.11885808219178083,0.6053,72.56351
39,9,0,0.3,0.11917452054794521,0.6107,72.73983
39,10,1,0.3,0.11908493150684932,0.9017,72.68373
40,1,56,0.0065065753424657525,0.05991945205479452,1.6448,83.22439
40,2,72,0.04720109589041096,0.048852602739726025,2.1859,85.08167
40,3,62,0.10222465753424657,0.08522,1.1369,83.1168
40,4,59,0.12008301369863014,0.09596191780821918,1.5942,84.08701
40,5,57,0.1723082191780822,0.12661123287671233,1.3441,83.119255
40,6,69,0.23791315068493152,0.1577884931506849,1.538,83.83534
40,7,55,0.25963178082191785,0.15408931506849316,1.0603,84.024216
40,8,63,0.28788054794520546,0.16843095890410958,1.3449,83.91419
40,9,61,0.3,0.17487479452054797,1.783,84.040276
40,10,78,0.3,0.17701863013698632,1.5968,84.75291
41,1,5,0.005389041095890411,0.05276054794520548,0.8854,77.034164
41,2,14,0.02990054794520548,0.03720575342465753,1.8895,78.06063
41,3,8,0.06830493150684931,0.05873287671232877,0.9019,76.64024
41,4,11,0.11245698630136985,0.08932465753424657,1.2278,76.802055
41,5,12,0.13660630136986301,0.1017641095890411,1.4454,77.68959
41,6,12,0.16326,0.11195315068493152,1.9619,77.61458
41,7,14,0.19623890410958905,0.11724739726027397,1.0179,77.04647
41,8,7,0.22221561643835616,0.12410575342465753,1.4776,77.403534
41,9,7,0.25441150684931507,0.13782246575342466,0.9127,75.61014
41,10,11,0.29653917808219177,0.16131013698630137,1.3922,76.06764
42,1,0,0.020485479452054794,0.1301945205479452,0.3993,87.14863
42,2,0,0.07279698630136985,0.09047835616438356,0.4635,87.922165
